Customer ID,Sales,Quantity,Discount,Profit,Number of Orders,Cluster
BT-11680,3196.752,88,0.07,447.7483999999999,7,1
BV-11245,1523.273,49,0.09285714285714286,315.2214,5,3
BW-11065,385.516,8,0.13333333333333333,-58.28659999999997,3,3
BW-11110,4750.358,74,0.1411764705882353,921.2573999999995,8,1
BW-11200,1738.4060000000002,49,0.15,246.9973,6,3
CA-11965,3789.7228,29,0.11200000000000002,1143.3817000000001,6,3
CA-12055,1679.7240000000002,49,0.3,211.25589999999994,5,0
CA-12265,2648.2871999999998,65,0.18941176470588236,279.6183000000001,9,1
CA-12310,1421.954,25,0.11818181818181818,246.02179999999998,4,3
CA-12775,3041.566,72,0.18823529411764706,204.48949999999996,7,1
CB-12025,6076.139,122,0.16346153846153846,150.20889999999946,10,1
CB-12415,1949.2000000000003,44,0.3333333333333333,272.3883,8,0
CB-12535,4246.4555,74,0.05,1049.5600999999997,8,1
CC-12100,1770.9450000000002,46,0.21538461538461537,208.5911999999999,6,0
CC-12145,2471.65,31,0.08181818181818182,392.28249999999974,7,3
CC-12220,3913.4179999999997,81,0.11818181818181818,393.9617999999999,12,1
CC-12370,12129.072,34,0.2818181818181818,2177.0492999999988,5,2
CC-12430,4606.952,83,0.07600000000000001,314.2226999999997,12,1
CC-12475,1659.438,40,0.16153846153846155,154.85099999999989,9,1
CC-12550,113.832,14,0.15000000000000002,33.8706,3,3
CC-12610,2540.631,39,0.27499999999999997,331.43399999999986,7,0
CC-12670,2269.7015,47,0.16785714285714287,187.83989999999986,7,1
CC-12685,2854.1150000000002,51,0.25,850.1591000000001,4,0
CD-11920,2033.9679999999998,35,0.044444444444444446,426.66100000000006,5,3
CD-11980,639.766,22,0.43333333333333335,-206.71720000000016,3,0
CD-12280,1205.584,39,0.08461538461538462,233.0274,2,3
CD-12790,1860.732,49,0.02666666666666667,403.8421999999999,5,3
CG-12040,904.4680000000001,37,0.18888888888888888,86.51059999999997,6,0
CG-12520,1148.78,14,0.2,169.93439999999998,3,0
CH-12070,1537.236,13,0.15000000000000002,195.15109999999981,3,3
CJ-11875,16.520000000000003,5,0.2,1.6519999999999992,1,0
CJ-12010,11164.974,83,0.1885,858.7413999999995,8,2
CK-12205,3154.855,122,0.234375,141.2831,13,1
CK-12325,2945.321,46,0.18333333333333335,261.22089999999986,5,0
CK-12595,2372.75,108,0.184,497.7098,11,1
CK-12760,1582.109,64,0.15,-338.43110000000013,9,1
CL-11890,1262.0140000000001,24,0.05714285714285715,328.08470000000005,4,3
CL-12565,10880.546,106,0.1142857142857143,1933.7830999999996,12,2
CL-12700,2353.5860000000002,34,0.1875,229.0098999999998,5,0
CM-11815,1673.8880000000001,38,0.12000000000000002,214.46299999999994,6,3
CM-11935,565.392,18,0.2,-43.73239999999997,2,0
CM-12115,1661.6100000000001,35,0.028571428571428574,409.0679,4,3
CM-12160,2533.314,23,0.24285714285714285,-394.3686000000003,6,0
CM-12190,1475.144,21,0.07142857142857142,91.20330000000001,6,3
CM-12235,2305.7120000000004,28,0.07500000000000001,365.0387,5,3
CM-12385,8954.02,34,0.12,3899.8903999999998,4,2
CM-12445,287.99,32,0.07777777777777778,64.4296,3,3
CM-12655,6339.5576,42,0.072,1572.4585000000002,6,3
CM-12715,3984.4524,57,0.30923076923076925,176.31079999999972,4,0
CP-12085,5402.253999999999,57,0.14285714285714285,427.02580000000006,8,1
CP-12340,5888.275,59,0.21333333333333335,-1850.3029,8,1
CR-12580,2148.852,32,0.13333333333333333,74.40130000000002,4,3
CR-12625,475.90000000000003,14,0.0,144.75939999999997,3,3
CR-12730,1600.55,18,0.26666666666666666,306.91759999999994,4,0
CR-12820,1397.8724,26,0.13142857142857142,83.27029999999996,3,3
CS-11845,1278.954,22,0.275,185.37759999999986,5,0
CS-11860,537.632,16,0.2285714285714286,105.82749999999999,6,0
CS-11950,3036.547,68,0.2636363636363636,-126.42230000000012,11,1
CS-12130,884.6400000000001,28,0.1142857142857143,143.8339,4,3
CS-12175,844.4580000000001,30,0.16249999999999998,113.14049999999996,5,3
CS-12250,2754.2160000000003,97,0.05714285714285715,738.3625999999999,12,1
CS-12355,3202.1620000000003,74,0.08181818181818182,831.9431999999999,11,1
CS-12400,3651.8585000000003,47,0.21428571428571427,-342.80330000000015,9,1
CS-12460,550.644,13,0.06666666666666667,156.2593,2,3
CS-12490,1077.2285,33,0.25,-302.8761000000002,4,0
CS-12505,5690.055000000001,40,0.19999999999999998,-6626.389500000001,6,0
CT-11995,4503.618,104,0.15,400.8580999999998,11,1
CV-12295,2830.628,54,0.07692307692307693,493.0861,5,3
CV-12805,2370.3136,62,0.2431578947368421,98.9974999999998,9,1
CW-11905,1136.592,40,0.09090909090909091,370.8298,6,3
CY-12745,2900.0260000000003,43,0.2,60.64669999999981,8,1
Co-12640,1300.076,30,0.175,205.6282,5,3
DA-13450,156.76,27,0.125,56.79039999999999,4,3
DB-12910,2171.599,47,0.15416666666666665,431.3747999999999,8,1
DB-12970,2839.2272000000003,43,0.16571428571428573,213.0028999999998,5,3
DB-13060,4531.646000000001,48,0.1846153846153846,473.0272000000001,7,1
DB-13120,2973.094,59,0.14285714285714285,-1421.7692000000002,7,1
DB-13210,2332.5769999999998,75,0.18571428571428572,169.9679,10,1
DB-13270,4655.897,52,0.2076923076923077,841.8264,8,1
DB-13360,1081.466,28,0.08333333333333333,291.00849999999997,5,3
DB-13405,3674.684,100,0.038461538461538464,1221.0182,8,1
DB-13555,3908.8028,61,0.15142857142857144,109.32699999999997,7,1
DB-13615,1989.0500000000002,41,0.14545454545454548,438.8012,7,3
DB-13660,1155.202,33,0.16,177.67350000000002,7,3
DC-12850,3336.1680000000006,64,0.21111111111111114,-1441.6312999999996,9,1
DC-13285,1174.618,37,0.07857142857142858,132.06820000000002,5,3
DD-13570,269.54200000000003,33,0.24444444444444446,36.43439999999999,6,0
DE-13255,2550.874,38,0.1111111111111111,464.4714000000001,5,3
DF-13135,2390.534,23,0.2833333333333333,-259.30969999999996,3,0
DG-13300,3195.818,39,0.1,562.7761,5,3
DH-13075,4932.871999999999,81,0.0782608695652174,1193.7404,6,1
DH-13675,1043.096,41,0.12272727272727274,116.667,4,3
DJ-13420,2012.52,20,0.0,483.03499999999997,4,3
DJ-13510,2501.688,52,0.06923076923076923,345.2520999999999,8,1
DJ-13630,3356.398,43,0.0625,731.5643999999999,3,3
DK-12835,3256.48,86,0.17777777777777778,881.1228,12,1
DK-12895,4282.1759999999995,65,0.08000000000000002,937.6496,5,3
DK-12985,1687.04,32,0.1625,-107.35379999999995,5,3
DK-13090,2650.557,33,0.13846153846153844,536.3934999999999,7,3
DK-13150,797.832,20,0.12000000000000002,249.9447,2,3
DK-13225,4802.394,70,0.19473684210526318,209.89940000000018,9,1
DK-13375,3318.486,77,0.10869565217391304,377.07989999999995,8,1
DL-12865,1503.112,51,0.15,322.2448999999999,8,1
DL-12925,3272.2,43,0.03571428571428571,4.2132000000000005,6,3
DL-13315,1458.258,74,0.1823529411764706,288.8732,8,1
DL-13330,585.02,32,0.05,222.68120000000002,4,3
DL-13495,3539.322,33,0.05000000000000001,-52.78800000000001,8,3
DM-12955,1322.034,28,0.16666666666666666,108.75829999999999,7,3
DM-13015,6345.103,87,0.22999999999999998,1677.3931,7,2
DM-13345,4074.4719999999998,41,0.1,1319.0585999999998,8,1
DM-13525,1376.792,33,0.16999999999999998,199.76880000000003,3,3
DN-13690,2139.79,41,0.018181818181818184,540.5405000000001,7,3
DO-13435,1300.0315,48,0.15769230769230771,-38.908599999999936,9,1
DO-13645,2043.296,38,0.07692307692307693,658.7828999999999,9,3
DP-13000,1050.636,58,0.2117647058823529,241.45239999999995,9,1
DP-13105,2215.002,63,0.1142857142857143,563.1761,8,1
DP-13165,1058.616,20,0.15000000000000002,-40.937600000000074,2,3
DP-13390,5480.724000000001,50,0.18571428571428572,1571.8318000000002,9,1
DR-12880,6528.034000000001,103,0.13333333333333333,1641.8613,9,2
DR-12940,8350.868,57,0.15384615384615385,2869.0759999999996,8,2
DS-13030,1762.213,54,0.1394736842105263,193.33190000000002,4,3
DS-13180,2881.8128,68,0.15350000000000003,163.6993,9,1
DV-13045,1119.4830000000002,28,0.17222222222222222,-427.184,5,0
DV-13465,3341.5870000000004,62,0.11333333333333333,353.21269999999987,6,1
DW-13195,1080.751,39,0.24444444444444446,-86.87379999999996,6,0
DW-13480,5271.628,38,0.03636363636363637,1348.7555999999997,5,3
DW-13540,344.08,21,0.17777777777777778,69.66720000000001,5,0
DW-13585,1204.854,44,0.17,-266.89660000000003,7,0
Dl-13600,755.602,19,0.21666666666666667,175.23879999999997,5,0
Dp-13240,7198.761,99,0.18620689655172415,333.36479999999983,11,1
EA-14035,2846.705,87,0.3,-52.74060000000008,13,1
EB-13705,3644.978,55,0.25833333333333336,13.621499999999914,9,1
EB-13750,3236.314,91,0.145,-80.28600000000004,10,1
EB-13840,4358.128,41,0.125,656.1988,5,3
EB-13870,2767.2190000000005,41,0.29090909090909095,261.5315,10,1
EB-13930,944.5999999999999,24,0.17142857142857143,0.60420000000002,5,0
EB-13975,1643.255,18,0.2833333333333333,162.87809999999993,4,0
EB-14110,3071.126,30,0.2090909090909091,184.76559999999998,6,0
EB-14170,1186.326,20,0.2285714285714286,282.17010000000005,6,0
EC-14050,461.914,37,0.09999999999999999,96.42559999999996,5,3
ED-13885,3484.92,54,0.21428571428571427,670.4434999999997,8,1
EG-13900,1832.02,44,0.2,104.26559999999992,5,0
EH-13765,10310.88,120,0.07187500000000001,1393.5153999999995,12,2
EH-13945,684.171,72,0.29411764705882354,53.53979999999997,8,1
EH-13990,825.95,20,0.0625,150.37590000000003,6,3
EH-14005,1219.53,50,0.17272727272727273,-94.14079999999994,7,0
EH-14125,3143.483,84,0.16818181818181818,117.81019999999992,14,1
EH-14185,923.884,22,0.2875,242.1107,6,0
EJ-13720,2162.174,31,0.175,387.01759999999996,4,3
EJ-14155,2656.6910000000003,31,0.0625,451.8754999999999,5,3
EK-13795,1303.4779999999998,18,0.0875,97.10660000000001,4,3
EL-13735,124.28,9,0.0,27.11539999999999,2,3
EM-13810,2567.01,23,0.14285714285714285,-133.8275000000003,5,3
EM-13825,2339.598,57,0.0625,682.5542,8,1
EM-13960,933.7040000000001,18,0.23333333333333336,102.29600000000002,5,0
EM-14065,228.99,22,0.25,40.154599999999995,4,0
EM-14095,1041.0420000000001,34,0.1,240.23619999999994,4,3
EM-14140,4588.436,74,0.06666666666666668,1319.3654999999999,6,1
EM-14200,366.822,13,0.125,21.772099999999963,3,3
EN-13780,2199.366,27,0.044444444444444446,496.1130999999999,4,3
EP-13915,5478.0608,124,0.19741935483870968,144.95779999999985,17,1
ER-13855,1245.788,27,0.2,-295.7398000000002,3,0
ES-14020,3510.4580000000005,31,0.125,1003.2934999999999,5,3
ES-14080,4657.924,77,0.26,246.6660999999999,9,1
FA-14230,2984.054,58,0.25882352941176473,520.5229,7,1
FC-14245,3418.742,50,0.1357142857142857,1217.1662000000001,7,1
FC-14335,3889.366,37,0.16,714.2925999999999,7,3
FG-14260,2124.784,70,0.11176470588235293,692.4281,11,1
FH-14275,4256.272,65,0.1285714285714286,1073.2676,10,1
FH-14350,2271.284,52,0.10714285714285714,706.289,4,3
FH-14365,6987.196000000001,52,0.13846153846153847,2050.2825999999995,8,2
FM-14215,2456.638,48,0.09333333333333334,249.68080000000006,10,1
FM-14290,3736.198,79,0.18,198.10949999999994,9,1
FM-14380,2731.996,63,0.18333333333333335,218.01379999999997,11,1
FO-14305,2678.438,60,0.22000000000000003,215.59689999999978,10,1
FP-14320,4046.746,54,0.13571428571428573,406.4472999999998,8,1
FW-14395,79.75,9,0.0,23.491300000000003,3,3
GA-14515,3919.7760000000003,48,0.0642857142857143,840.8989999999998,8,1
GA-14725,1398.382,79,0.17954545454545456,136.7079,11,1
GB-14530,1568.44,62,0.16999999999999998,7.837099999999964,11,1
GB-14575,4716.288,63,0.037500000000000006,1135.8392999999999,5,3
GD-14590,1888.07,25,0.13333333333333333,230.93729999999988,4,3
GG-14650,8584.092,133,0.13611111111111113,1415.2423000000001,11,2
GH-14410,2819.467,65,0.27058823529411763,-576.8335000000002,9,1
GH-14425,4172.846,51,0.19,1176.4180999999999,4,3
GH-14485,1361.2440000000004,15,0.4666666666666666,-95.44980000000012,2,0
GH-14665,146.9408,9,0.24,-5.810199999999994,2,0
GK-14620,6497.27,66,0.15714285714285717,1448.5525,9,1
GM-14440,3582.82,43,0.11818181818181818,347.2659999999999,7,3
GM-14455,3078.6240000000003,54,0.16666666666666666,793.2814,6,1
GM-14500,1255.682,53,0.11538461538461539,441.3184999999999,10,1
GM-14680,3163.628,31,0.14545454545454548,35.48650000000001,6,3
GM-14695,6049.965999999999,44,0.05454545454545456,188.72350000000003,3,3
GP-14740,236.53000000000003,21,0.13999999999999999,31.837600000000002,2,3
GR-14560,1284.38,23,0.0,359.83320000000003,2,3
GT-14635,9351.212,26,0.25,-4108.658899999999,3,0
GT-14710,11820.12,106,0.1,2163.4268999999995,11,2
GT-14755,226.436,23,0.2,-6.139200000000031,4,0
GW-14605,2189.0190000000002,43,0.15555555555555556,-268.54230000000007,7,3
GZ-14470,4355.15,48,0.07857142857142858,1087.7539,9,1
GZ-14545,2529.11,38,0.044444444444444446,860.6918000000001,8,3
HA-14905,2163.3,45,0.22999999999999998,270.85740000000004,7,0
HA-14920,2584.158,72,0.2,99.14449999999988,8,1
HD-14785,251.35999999999999,31,0.3,-135.87600000000006,3,0
HE-14800,883.532,44,0.018181818181818184,274.40279999999996,4,3
HF-14995,2533.164,70,0.13157894736842105,-13.876800000000078,7,1
HG-14845,785.628,31,0.19,147.0032,5,0
HG-14965,3247.642,68,0.17058823529411768,-2797.9635000000003,12,1
HG-15025,3690.284,38,0.17272727272727273,804.6112999999999,7,1
HH-15010,218.668,20,0.03333333333333333,86.73419999999999,2,3
HJ-14875,358.1,21,0.10000000000000002,98.6548,5,3
HK-14890,4877.784,64,0.21333333333333335,956.9451000000001,8,1
HL-15040,12873.297999999999,50,0.018181818181818184,5622.4292,6,2
HM-14860,8236.7648,76,0.231,2437.9836,10,2
HM-14980,736.276,29,0.17142857142857146,117.27550000000002,4,3
HO-15230,6.048,6,0.2,-1.2096,2,0
HO-15231,620.24,4,0.0,161.2624,2,3
HO-15232,140.928,12,0.2,45.8016,2,0
HO-15233,39.36,10,0.2,13.775999999999996,2,0
HO-15234,281.34000000000003,6,0.0,109.72260000000001,2,3
HP-14815,1990.314,44,0.3,373.8636999999999,7,0
HR-14770,1299.288,38,0.04615384615384616,185.5794,5,3
HR-14830,5248.787,51,0.1,1196.9504,7,1
HW-14935,9300.254,85,0.045,2164.1611,8,2
HZ-14950,886.52,21,0.19999999999999998,-130.38789999999995,5,0
IG-15085,744.574,19,0.028571428571428574,320.4982,4,3
IL-15100,5040.736,60,0.07142857142857142,1121.937,7,1
IM-15055,2872.6300000000006,19,0.1,975.7701,3,3
IM-15070,4930.474,93,0.16666666666666666,514.6526999999999,7,1
JA-15970,6491.026000000001,87,0.2125,-819.4217000000001,8,1
JB-15400,1830.4850000000001,49,0.18333333333333335,174.71439999999984,12,1
JB-15925,900.552,32,0.3,-286.98080000000004,3,0
JB-16000,644.1188,32,0.07428571428571429,126.76489999999998,7,3
JB-16045,2518.1150000000002,32,0.18888888888888888,201.5185,5,0
JC-15340,71.263,12,0.22499999999999998,-0.3555999999999999,4,0
JC-15385,1058.1080000000002,14,0.05,502.9244,1,3
JC-15775,2772.0550000000003,64,0.12187500000000001,279.5692000000001,9,1
JC-16105,858.576,43,0.044444444444444446,201.59519999999995,5,3
JD-15790,2152.3520000000003,26,0.17142857142857146,-266.55250000000007,5,0
JD-15895,7610.8640000000005,150,0.075,1050.2668,11,2
JD-16015,385.43000000000006,39,0.3090909090909091,26.76049999999998,6,0
JD-16060,695.442,17,0.049999999999999996,111.11409999999998,3,3
JD-16150,8828.0305,60,0.05588235294117647,1619.5198999999998,8,2
JE-15475,1388.682,49,0.1846153846153846,276.21969999999993,6,0
JE-15610,7754.976,74,0.16,1623.4018999999998,7,2
JE-15715,10461.459,129,0.3233333333333333,1443.1773999999994,12,2
JE-15745,6760.815,90,0.14565217391304347,221.79670000000013,13,1
JE-16165,2697.248,34,0.028571428571428574,789.6475999999999,3,3
JF-15190,2279.586,72,0.12105263157894736,575.1259,7,1
JF-15295,955.124,42,0.1142857142857143,97.28899999999994,5,3
JF-15355,1911.844,58,0.07500000000000001,330.199,6,3
JF-15415,2371.4480000000003,69,0.07142857142857142,635.6376,6,3
JF-15490,1082.9180000000001,36,0.14666666666666667,-18.067299999999992,11,1
JF-15565,4198.332,67,0.175,1073.2087999999999,8,1
JG-15115,2358.676,20,0.24285714285714285,684.1911,3,0
JG-15160,6366.392,70,0.1111111111111111,1415.6663999999998,11,1
JG-15310,2240.58,46,0.2545454545454545,3.7975999999999246,6,0
JG-15805,1507.018,46,0.06666666666666668,206.10190000000006,6,3
JH-15430,309.281,29,0.31428571428571433,-24.077099999999994,4,0
JH-15820,528.91,29,0.15000000000000002,26.082199999999993,6,3
JH-15910,959.477,35,0.14444444444444446,-13.554500000000047,7,3
JH-15985,7954.9980000000005,64,0.08571428571428573,-644.6982000000004,6,1
JH-16180,2256.3940000000002,28,0.22000000000000003,-96.95299999999999,4,0
JJ-15445,709.178,25,0.06666666666666667,200.55579999999998,5,3
JJ-15760,195.0,11,0.06666666666666667,34.449200000000005,2,3
JK-15205,4427.142,67,0.13076923076923078,1219.9829999999997,5,1
JK-15325,383.812,15,0.1,55.32770000000001,3,3
JK-15370,2709.632,72,0.12352941176470589,330.2837999999999,8,1
JK-15625,3760.0280000000002,44,0.11666666666666668,750.9484999999999,7,3
JK-15640,4760.434,41,0.10000000000000002,1172.5303000000001,9,1
JK-15730,4867.2,88,0.3325,55.048300000000005,10,1
JK-16090,3747.668,43,0.19999999999999998,586.6624999999998,3,0
JK-16120,2932.484,49,0.20588235294117646,122.65659999999997,10,1
JL-15130,1214.956,42,0.26666666666666666,-207.7956,6,0
JL-15175,1571.5230000000001,29,0.21428571428571427,209.28169999999983,5,0
JL-15235,2203.7000000000003,39,0.22000000000000003,54.517399999999846,5,0
JL-15505,3173.874,56,0.07058823529411766,591.7163,6,3
JL-15835,9799.923,143,0.08823529411764706,228.90699999999947,11,2
JL-15850,2725.2560000000003,38,0.23636363636363636,779.9046,6,0
JM-15250,3159.1220000000003,91,0.2894736842105263,19.823499999999978,6,1
JM-15265,1804.146,52,0.13846153846153847,502.61429999999996,5,3
JM-15535,2070.063,54,0.10833333333333334,394.62549999999993,9,1
JM-15580,303.94800000000004,26,0.1142857142857143,113.1204,5,3
JM-15655,864.947,41,0.15833333333333333,117.20399999999997,5,3
JM-15865,7625.076,50,0.1846153846153846,1574.6164,7,2
JM-16195,2833.926,74,0.06315789473684212,754.1143999999998,10,1
JO-15145,3254.949,59,0.07307692307692308,581.4045,9,1
JO-15280,1934.272,36,0.17272727272727273,202.13619999999997,6,3
JO-15550,1090.838,42,0.23636363636363636,167.67089999999996,5,0
JP-11135,515.2,45,0.0,186.676,5,3
JP-15460,1669.135,54,0.14,429.7465000000001,7,1
JP-15520,3635.594,63,0.059375000000000004,757.1801999999999,7,1
JP-16135,1707.71,47,0.15384615384615385,309.7116,9,1
JR-15670,1156.658,14,0.3,-785.1645000000002,2,0
JR-15700,863.8799999999999,3,0.2,107.98499999999996,1,0
JR-16210,2201.686,41,0.21999999999999997,452.37299999999993,5,0
JS-13215,19.98,2,0.0,8.991,2,3
JS-15595,1417.654,35,0.3125,-175.54899999999995,4,0
JS-15685,1131.064,42,0.20909090909090908,-54.86920000000009,4,0
JS-15880,3868.02,43,0.14666666666666667,564.9798,5,3
JS-15940,469.16900000000004,37,0.3375,-327.93359999999996,5,0
JS-16030,2516.4939999999997,70,0.18333333333333332,-311.2575,6,1
JT-12540,144.58800000000002,2,0.7,-197.6036,2,0
JW-15220,8846.354000000001,154,0.029411764705882353,2530.5094,10,2
JW-15955,1244.086,41,0.08181818181818182,-29.575900000000026,7,3
JW-16075,1428.731,38,0.32857142857142857,154.06369999999993,4,0
KA-16525,1519.506,57,0.05454545454545456,234.9194,7,3
